"XX" "YY" "ZZ"
3.09784665086849 0 7
6.50722379095696 1 7
4.55290287226517 1 7
2.67174250743527 0 7
3.97021950836517 1 7
3.37625317938366 1 7
2.81218250226727 1 7
3.66852387106372 1 7
2.7017465508299 0 7
5.64762489459216 1 7
2.91952906135216 1 7
4.05682647287932 1 7
3.52472389422812 1 7
4.32357813582537 1 7
2.94222109074404 0 7
2.81118765597972 1 7
3.05271484386155 1 7
5.65950505086787 0 7
3.6440234662341 0 7
5.98367998261819 1 7
7.88755984409877 1 7
6.17631168932713 1 7
3.04462638369488 1 7
3.5049244146967 1 7
3.27953597855659 1 7
3.22473299602267 0 7
7.31013666942298 0 7
3.06311591025519 0 7
2.35604060040558 1 7
7.94438969190737 1 7
2.92444423052233 0 7
2.83299176410055 1 7
5.43290724988751 1 7
4.34914326921666 0 7
6.56127564845597 1 7
7.60609979401263 1 7
7.26741343884835 1 7
3.06386521526821 1 7
4.21162492784239 1 7
4.37311362207883 1 7
7.31464621587934 0 7
5.29221102984618 0 7
3.04302091318975 1 7
3.34880641615721 1 7
4.97611257293421 0 7
7.18530142992875 0 7
5.11081591442567 1 7
2.97773580036255 1 7
5.90469689430973 0 7
5.66141244179791 0 7
2.26318517393693 1 7
6.82113382650857 0 7
2.33768475572104 0 7
3.70918572925946 1 7
4.05683656216054 0 7
2.44388276255689 1 7
